Genus;Train Real Occurences;Train Model Adjusted Occurences;Test Real Occurences;Test Model Adjusted Occurences
ALIIFODINIBIUS;8.0;6.675489256774367;1.0;1.0290250542380128
COPROBACTER;7.0;7.000301811235578;1.0;1.023684737837078
ACIDOBACTERIA_GENUS;1.0;1.0006680239567765;1.0;0.0003814714598857514
ACTINOMYCES;26.0;26.616605506932128;3.0;5.310824855590345
ACETIVIBRIO_ETHANOLGIGNENS_GROUP;11.0;12.014722051634067;1.0;1.1078748785881538
VULCANIIBACTERIUM;1.0;1.0006764939320365;0.0;0.00012924016823657013
LATESCIBACTERIA_GENUS;18.0;18.72348212786391;1.0;2.7223137159766067
CAMPYLOBACTER;10.0;10.218725344774715;2.0;2.2687024794955937
DERXIA;5.0;4.289424448145815;0.0;0.0005192089080387635
BACTEROIDIA_GENUS;10.0;9.464129193702316;2.0;3.0610753762391547
METHANOBREVIBACTER;8.0;8.000767041516204;0.0;1.0564996505664395
YERSINIA;5.0;5.489010385106736;2.0;1.2288906436915554
CAMELIMONAS;2.0;2.011256641882719;0.0;0.43124493187860313
RHODOCYCLACEAE_GENUS;11.0;8.275501381396081;0.0;3.2406328535896307
MARINOBACTER;5.0;6.413323234091455;1.0;1.9630677034025958
SEDIMINIBACTERIUM;9.0;9.375921619624282;4.0;5.000118180618165
FRANKIALES_GENUS;6.0;6.988076040009228;1.0;2.0241194946298764
BRC1_GENUS;6.0;7.1707876060398625;2.0;2.2346383158167162
ANCALOMICROBIUM;1.0;0.6698211532784466;0.0;0.0005767327381377028
ANAEROBACULUM;4.0;4.449343616526934;0.0;0.009446818149177305
[EUBACTERIUM]_YURII_GROUP;5.0;4.754540897336466;1.0;1.0040087446208608
AGROCOCCUS;1.0;4.4086247927392196e-05;0.0;4.135300970144738e-05
CRONOBACTER;3.0;4.706007999522149;1.0;1.0003563988816646
CAULOBACTER;4.0;4.002832263845593;3.0;1.1000554091812833
ACETIVIBRIO;1.0;1.0002828524396392;1.0;1.7488304584638503e-06
IGNAVIBACTERIALES_SM1H02_GENUS;1.0;1.0013639950815112;0.0;8.468024677117574e-05
CALDERIHABITANS;1.0;1.0001262342807875;1.0;1.0000098128387924
HELIOBACILLUS;1.0;1.000407298130392;0.0;0.0017033335625139864
MEIOTHERMUS;1.0;1.0002336537668852;0.0;0.00018849843762949254
CASTELLANIELLA;1.0;0.15313635326989128;0.0;3.246842475203456e-05
PROMICROMONOSPORA;2.0;2.306361316756463;0.0;0.00032789722602107085
ACIDIPHILIUM;8.0;8.001857229521836;3.0;3.0039688393253385
ACETOBACTERACEAE_GENUS;4.0;4.744360419693634;1.0;1.014851044211128
FULVIVIRGA;2.0;2.000061701846316;0.0;1.0027122001087208
LEEIA;1.0;1.0012367063807066;0.0;0.0540674926816543
DEFLUVIIMONAS;3.0;3.000460865966497;2.0;0.009190911392089718
SACCHAROTHRIX;1.0;0.634842245840388;0.0;0.0002400117312257191
MEGANEMA;2.0;2.0002742227434145;0.0;0.16873024791768465
CRYOMORPHA;1.0;1.412099784003592;0.0;0.04753309468330747
[EUBACTERIUM]_RUMINANTIUM_GROUP;7.0;7.00121140694421;2.0;3.001049771631059
AZOSPIRILLUM;6.0;6.008387035424409;1.0;1.0255975464584572
THERMOVENABULUM;1.0;1.0007171442301495;0.0;0.003278441216511789
DESULFOSARCINA;4.0;3.0659826201317952;0.0;1.0000191691599054
MARIHABITANS;1.0;1.000003389247869;0.0;0.6871263645372412
MARINOSCILLUM;3.0;3.000183963588692;0.0;0.01844633656797707
GEOBACILLUS;1.0;0.004478833393252496;1.0;0.39895546634831097
TREPONEMA_;1.0;1.000387401300487;0.0;0.00010949118603505001
HYPHOMONAS;2.0;1.370230094572447;0.0;0.00029794554344336315
HALOBACTERIUM;2.0;2.000933409357046;0.0;0.0004663332565043275
OWENWEEKSIA;5.0;5.000356718697725;0.0;0.013017117626645064
SMITHELLA;3.0;3.000760716134542;0.0;1.3747417868006258
AMNIBACTERIUM;1.0;1.0000385914359913;0.0;0.0036798344060229027
AESTUARIISPIRA;1.0;0.6086778005763883;4.0;0.0002991847347398502
SALINICOCCUS;7.0;7.063566846857041;0.0;1.2411654266302703
DESULFUROCOCCACEAE_GENUS;1.0;1.001269212019057;0.0;1.4030320367326127e-06
SNEATHIA;5.0;4.944660973717549;0.0;0.5307553879555489
SALINISPHAERACEAE_GENUS;2.0;2.0006195016602852;1.0;0.02803982006982298
THIOALKALISPIRACEAE_GENUS;4.0;3.697123878091641;0.0;0.2823501091331899
GLOEOCAPSA;1.0;1.0024993269987594;0.0;1.0027161352954475
DEFLUVIITALEACEAE_GENUS;8.0;7.299453230227738;0.0;2.0002239791641347
AFIFELLA;1.0;1.0009370580529875;1.0;0.004821545846561544
PARABACTEROIDES;12.0;12.000587106150391;1.0;2.025962931924859
HANSSCHLEGELIA;2.0;2.021996098630818;0.0;4.193712886392856e-05
CELLULOSIBACTER;5.0;5.658420807654948;2.0;6.038554938997409e-05
NESTERENKONIA;5.0;5.739706503427492;1.0;2.000153471702454
CRYOMORPHACEAE_GENUS;6.0;6.003043591155741;0.0;1.0271623839964585
PILIMELIA;1.0;1.0000858981789678;0.0;1.5604676095962617e-05
CATELLICOCCUS;2.0;2.009545374968994;0.0;0.0017610015216043644
PLANCTOMYCETACIA_GENUS;1.0;1.0004004204788974;0.0;6.55669033810119e-05
KLUYVERA;1.0;0.16994182469257435;0.0;0.0007735712580292375
FERRIMICROBIUM;2.0;2.000556524421851;1.0;6.46199160696987e-05
STELLA;9.0;9.82914544615435;5.0;6.000049732943831
MARINOBACTERIUM;6.0;6.001836558522567;0.0;1.224620387951051
ARMATIMONADACEAE_GENUS;4.0;4.007311867901256;4.0;2.0003491204129515
DESULFOFUSTIS;2.0;1.5060698401586667;1.0;0.396463642936323
ZHONGSHANIA;1.0;1.325879162159311;0.0;3.735353502781165e-06
GEOBACTER;12.0;12.421035504264202;7.0;7.000649735279506
TUMEBACILLUS;2.0;2.000252934750231;2.0;0.5640465827770509
GEMELLA;2.0;2.000978475499128;2.0;2.0022031094694337
GEMMIGER;5.0;8.118841546128891;1.0;1.6347983589419306
NOCARDIOIDES;34.0;34.00021219363559;5.0;5.01680579930422
GORDONIA;6.0;5.437067575883597;1.0;0.0007208378381872056
PARAPREVOTELLA;11.0;11.00297352791543;3.0;4.88022232414128
THERMOSYNTROPHA;1.0;1.0003792592280476;0.0;1.2084294987725857e-06
AMINICELLA;6.0;6.232831578726337;2.0;1.5716092413181506
OCHROBACTRUM;4.0;4.001568971850411;1.0;2.000442008549663
MELGHIRIMYCES;4.0;4.000387076593506;0.0;1.4283392807057047
MYCOBACTERIUM;7.0;7.000187372238512;2.0;2.441406543084555
THERMUS;1.0;1.0000629406724006;0.0;0.00026117353131549335
MORYELLA;1.0;1.0025004740537746;1.0;1.1883802784835064e-05
AESTUARIIBACTER;2.0;2.0060957728856312;0.0;1.0220565442902088
CARBOXYDOCELLA;1.0;1.0015300700516503;0.0;3.4596555291858955e-05
ACTINOTIGNUM;2.0;2.649630151801132;0.0;0.511860193938223
THERMOTALEA;1.0;1.2156490201476637;0.0;8.733751979992848e-06
AMYLIBACTER;1.0;1.0008583422444315;0.0;0.001386038124289977
DESULFOBOTULUS;1.0;1.0841019978088426;0.0;0.000764656683194552
TELMATOCOLA;1.0;1.0001657421212944;2.0;5.2143425531914046e-05
THERMOTOGA;1.0;1.0044687017037777;0.0;0.00015685001069871507
PEPTONIPHILUS;16.0;15.538774973497782;5.0;4.319404372960661
SPIROPLASMA;6.0;5.001948483541696;0.0;0.0029503344693950773
MARINILABILIA;1.0;1.0001492336619358;0.0;0.00017764329182395555
MEGASPHAERA;5.0;5.000735883810961;1.0;1.0004833277076974
ADHAERIBACTER;2.0;2.0032014108821867;3.0;1.750289634402319
ALKALISPIROCHAETA;3.0;3.0058273449314785;2.0;2.009321076880295
THIOBACILLUS;2.0;2.001302434216478;1.0;0.18804538263805323
SUCCINICLASTICUM;4.0;4.000415694176917;1.0;1.5452907156799398
METHANOSPIRILLUM;2.0;3.0011204627895034;1.0;1.0044319974256333
MARINIFILUM;3.0;3.0197763891683413;1.0;1.003304451458766
CALDANAEROBIUS;1.0;0.003434167596780814;0.0;2.642377417725632e-05
CALDITERRICOLA;1.0;1.0029243577907334;0.0;3.131821682927539e-05
AGROMYCES;3.0;2.6190660622441264;0.0;1.0006790366620075
DESULFOPILA;2.0;2.000630734207427;2.0;0.7149546562345452
THERMAEROBACTER;1.0;1.0003021328987336;0.0;1.7103974678771513e-07
THERMINCOLA;1.0;1.0037294855583205;1.0;0.00018641496675220193
PSEUDOBACTERIOVORAX;3.0;3.0395462008072602;0.0;2.338060484650743
ROSEIARCUS;2.0;2.00023451390844;1.0;0.0015827779848116008
CITROBACTER;3.0;2.5855342848147913;2.0;0.0009323327285690496
EZAKIELLA;2.0;2.002763555387837;1.0;0.003912535100913238
AKKERMANSIA;4.0;4.000156669876135;1.0;1.0063164218919547
ACTINOBACTERIA_GENUS;10.0;11.280014322507839;1.0;3.351989037412024
SPOROCYTOPHAGA;6.0;6.00007727552261;1.0;3.112756253347472
XANTHOMONADALES_GENUS;1.0;1.0013917438391116;0.0;0.2605832277971058
ACTINOCATENISPORA;1.0;1.0060489824896324;0.0;6.095463765998926e-06
ACTINOCORALLIA;1.0;1.0087814335992435;0.0;1.919799283234192e-05
RUBELLIMICROBIUM;5.0;5.005976436853301;1.0;1.0098777470056675
GEOVIBRIO;1.0;1.019552103542864;0.0;6.481696552445174e-05
STEROIDOBACTER;6.0;7.006402036501268;0.0;1.2673261678512264
HALOMONAS;9.0;9.383955791483073;6.0;8.124657349756017
PROTEINICLASTICUM;4.0;4.000293132856671;1.0;2.0010640101954835
OCEANIVIRGA;1.0;0.33339505473605646;0.0;7.265909680745415e-05
SALINIBACILLUS;1.0;1.5616401092266448;0.0;1.125247514568753e-05
MOHEIBACTER;6.0;6.000691905872559;2.0;2.6899210677329926
AUREIBACTER;1.0;1.0004452838851434;0.0;0.004203156342613881
DEHALOGENIMONAS;11.0;8.357201565457174;1.0;1.4560973752939645
PANTOEA;6.0;7.101273556522285;1.0;2.4522559704547158
PROTEINIPHILUM;7.0;2.9922589760693095;0.0;0.0022013038043011274
THIOALKALIVIBRIO;3.0;3.003190092999545;0.0;0.670179592267064
SEDIMENTIBACTER;6.0;6.0026688878604775;4.0;1.5642443675779867
ANAEROBACTER;1.0;0.5647731028933416;0.0;2.822657277397854e-06
FACKLAMIA;10.0;10.200957538787424;2.0;0.6886934383446447
BURKHOLDERIALES_GENUS;15.0;14.911564430839;4.0;3.1183290108509065
ANAEROARCUS;1.0;1.000051493617626;0.0;0.000435623173927451
ANAEROVIRGULA;2.0;0.25934304757243004;0.0;0.0003864112882102671
COMAMONAS;2.0;3.0013853420158054;1.0;1.2936246197700076
ACTINOPLANES;2.0;2.1495950012127847;1.0;1.0015179231981963
RHODOPLANES;8.0;8.753574900854282;5.0;9.002701699032308
SALINISPHAERA;2.0;2.000173154320892;0.0;0.00031388970472362443
VALLITALEA;2.0;2.001115652840298;2.0;0.023791152415596227
CRYPTANAEROBACTER;3.0;2.5781194305944393;0.0;0.001564849474388355
AMINICENANTES_GENUS;3.0;4.002649740344571;1.0;2.321391968990109
FIBROBACTER;3.0;3.0010742591866917;3.0;4.745677145297481
REICHENBACHIELLA;1.0;1.0004385923633734;0.0;0.0016633052671560582
ACTINOKINEOSPORA;1.0;1.365320801791863;0.0;2.220478430704515e-05
ACTINOMADURA;6.0;6.001444435905387;0.0;0.0006656092660241256
ABSCONDITABACTERIA_[SR1]_GENUS;1.0;1.3853206113041268;0.0;0.41426313182756475
TISTRELLA;2.0;2.027261245399856;0.0;0.0025829388719523375
BACTERIOVORAX;2.0;2.001617384739934;1.0;1.0012705627792808
PSEUDOSCARDOVIA;1.0;1.0010332756163598;1.0;1.0000031552342783
SUNXIUQINIA;3.0;2.2374957850260646;0.0;0.00694600580970339
AUREIMONAS;5.0;5.584679965930327;0.0;0.0026224067588213953
HELCOCOCCUS;10.0;10.001340767096526;1.0;1.0009844543964026
LACHNOANAEROBACULUM;1.0;1.0005675584897926;1.0;7.370552753253389e-05
ASAIA;1.0;1.000787924333728;0.0;0.0002727602340739178
ECTOTHIORHODOSPIRACEAE_GENUS;28.0;27.81396101883815;10.0;9.395308660372493
THALASSOSPIRA;3.0;3.010386932089901;1.0;0.015239141504398559
RICKETTSIA;3.0;2.255385480046339;0.0;0.0002948807481204958
AKYG1722_GENUS;4.0;4.002712127185205;1.0;0.0003078222762663769
LEUCOBACTER;7.0;7.631373562640418;2.0;2.000408564975963
BACTEROIDALES_BS11_GUT_GROUP_GENUS;12.0;12.416462589004839;1.0;1.001307179398978
MARINOSPIRILLUM;1.0;1.000885864075458;0.0;2.4354356671740622e-05
METHANOLINEA;2.0;2.011173610479606;0.0;0.013201203152696468
BRADYRHIZOBIUM;6.0;6.391843849465879;1.0;2.528294456167539
[EUBACTERIUM]_CELLULOSOLVENS_GROUP;1.0;1.0090343002351705;0.0;6.289552103089951e-06
TRUEPERA;4.0;3.5343370504349187;0.0;0.010607841982670665
METHYLOCEANIBACTER;2.0;2.3685588600975924;1.0;6.788660173127556e-05
[EUBACTERIUM]_COPROSTANOLIGENES_GROUP;25.0;23.36883576551552;7.0;4.976296124483181
SPONGIIBACTER;2.0;2.0109247709014326;0.0;1.0001042777431919
DESULFONATRONOBACTER;1.0;0.36282278908521176;0.0;1.5074451140789865e-05
VOGESELLA;1.0;1.0011616966445764;0.0;0.13074080967974763
METHANOCULLEUS;2.0;2.0000568257469373;0.0;0.002013553379672614
SPORACETIGENIUM;1.0;1.3232614665341913;0.0;0.001103897022478377
VARIOVORAX;3.0;2.339593020529388;1.0;1.3285985438390073
DESULFOBULBACEAE_GENUS;6.0;6.023325629969672;1.0;0.0031140176075845905
SYNTROPHACETICUS;1.0;0.006390105746076866;0.0;0.00011718457738439658
MARICAULIS;4.0;4.234108870584581;1.0;1.0001727339068005
DESULFONATRONOSPIRA;1.0;1.000203459633439;0.0;1.601445895424399e-05
KUENENIA;1.0;1.0004734822069423;0.0;2.1447295238211032e-05
RHODOPIRELLULA;6.0;6.0093916080424705;1.0;1.0014692981916675
DESULFUROMONADACEAE_GENUS;4.0;3.255028244488533;0.0;1.0003470878309326
ROSEOSPIRA;1.0;1.0000085154770564;0.0;0.0004304587845451678
CLOACIBACILLUS;3.0;3.001116003608635;0.0;1.5241466462418674
FAECALICOCCUS;2.0;2.004185084308193;0.0;0.016090453502848448
BOSEA;2.0;1.9681327292332507;2.0;1.0002465754248882
MASSILIA;1.0;1.0015541081551873;1.0;1.0018565358237017
NEPTUNIIBACTER;1.0;1.0001281661726409;0.0;5.7835653720368776e-05
ULVIBACTER;3.0;2.7449930073036226;0.0;0.0001621541797268841
ARTHROBACTER;17.0;17.269868100218233;2.0;1.378895366859266
ACETOBACTERIUM;1.0;1.0001372210862869;2.0;0.00012919191349797894
THIOHALOPHILUS;1.0;1.0464529789400088;0.0;5.519066954341126e-07
NITROLANCEA;2.0;2.0178197972975527;1.0;1.002627157559414
LACHNOSPIRACEAE_UCG-008;5.0;3.8891766021697025;0.0;0.2381880038529266
[EUBACTERIUM]_HALLII_GROUP;7.0;7.000798302312976;2.0;2.719185525634622
CELLULOSIMICROBIUM;3.0;3.00077946773125;0.0;0.0010974348435349654
NANNOCYSTACEAE_GENUS;3.0;3.003548513013595;1.0;1.0005002929321807
STEROLIBACTERIUM;1.0;1.0007592630892348;0.0;0.008324543526680344
PARASPHINGOPYXIS;1.0;1.3036802377060606;0.0;3.310312195737962e-05
RIKENELLA;5.0;5.766333162638501;0.0;2.429391499230232
KINEOSPORIA;4.0;4.988655582492444;1.0;1.0000091587111732
DESULFURIVIBRIO;3.0;3.002058668918301;2.0;2.754198865688104e-05
EMTICICIA;1.0;1.0000158454878916;3.0;3.0002322333623717
TATEYAMARIA;1.0;1.248879073501219;0.0;1.2674330203811803
PLANCTOMYCETES_GENUS;3.0;3.0023879492818786;3.0;0.0007220978841949444
RAHNELLA;1.0;0.03178013092883626;0.0;7.773256127089147e-06
KTEDONOBACTER;4.0;3.402901474613306;0.0;1.2086695034037762
MONGOLIICOCCUS;1.0;1.0001053455118836;0.0;0.0018653119168951587
CRYPTOBACTERIUM;1.0;1.0002592832747448;0.0;0.0003454996099015477
DESULFURELLACEAE_H16;1.0;1.0030914131068123;0.0;0.5160855253644794
CRYPTOSPORANGIACEAE_GENUS;1.0;1.0695979778662172;0.0;5.707856363237424e-06
SYNTROPHUS;1.0;0.00011608776935137597;1.0;0.00012642388228244835
FLAVOBACTERIACEAE_GENUS;3.0;2.6665391199101505;0.0;0.3657240791615437
SALANA;1.0;1.0001429617188087;0.0;1.831178162778709e-05
NATRANAEROVIRGA;2.0;2.013023079818465;0.0;5.6749076097178914e-05
HOLOPHAGAE_GENUS;5.0;5.001453628357557;2.0;2.000118356123453
METHANOFOLLIS;1.0;1.0000762295127512;0.0;0.0008163390200156551
MESORHIZOBIUM;3.0;3.248953782594655;0.0;0.06937586827593178
SULFURIMONAS;3.0;2.0003978785436862;1.0;1.001559511371362
THERMOANAEROBACTER;2.0;2.0001576614320253;0.0;0.0001460407589721231
ALKALIBACTER;1.0;1.0023940710589387;1.0;3.383207304913603e-05
CHLOROFLEXI_KD4-96_GENUS;6.0;7.508925882933843;1.0;1.377354166997807
ANCYLOBACTER;1.0;1.0021695536414408;0.0;3.283850405623068e-05
DETHIOBACTER;6.0;6.002438554032051;0.0;0.5127333116820022
SAPROSPIRA;1.0;1.0001689539148186;0.0;0.004910807449343588
TABRIZICOLA;1.0;1.002452567516078;1.0;0.0016639816944558814
ALIIDIOMARINA;2.0;2.002776955080297;2.0;2.002066663160132
LEGIONELLA;24.0;24.012920765432632;5.0;6.056196548625977
M2PB4-65_TERMITE_GROUP_GENUS;4.0;4.445742735784863;3.0;2.419514288474769
GELIDIBACTER;5.0;5.962839190101834;0.0;1.7201100917153223
GEOTHERMOBACTER;1.0;1.0039775376753122;0.0;0.0004590097848205701
VADINBC27_WASTEWATER-SLUDGE_GROUP;3.0;3.0097038096771827;3.0;0.7002310533372436
ENTOMOPLASMA;1.0;1.00043669341782;0.0;0.027673269798386635
SPIROSOMA;3.0;3.0001848906988475;0.0;0.00024992567122433806
THIOBACTER;1.0;2.0004681487773803;0.0;2.08133613997222
PSEUDOLABRYS;3.0;2.3004284815086278;1.0;0.04378674791727366
METHYLOMONAS;2.0;2.0601547390547568;0.0;0.002502243210687397
DESULFONATRONOVIBRIO;1.0;1.0021627571798783;0.0;3.444812743658428e-05
THERMOANAEROBACTERACEAE_GENUS;3.0;3.009673978367982;0.0;4.645012641123214e-05
HOLOPHAGACEAE_GENUS;5.0;4.985911748842696;0.0;1.2452458520097378
CRYPTOSPORANGIUM;1.0;1.0050035434744773;0.0;0.21191348879134173
NIABELLA;3.0;3.000356416851669;1.0;1.0002133441896492
XENORHABDUS;1.0;1.0018064076609376;0.0;1.0001049830103275
GUGGENHEIMELLA;5.0;5.628358741444668;0.0;1.151846285139525
BREVIBACILLUS;8.0;8.000372442717605;2.0;2.025574122989097
PERMIANIBACTER;1.0;1.0005007295479302;0.0;0.00010999331304316375
OCEANICAULIS;2.0;2.000160380186658;0.0;4.4132341596093504e-05
CHONDROMYCES;9.0;8.046893216847643;0.0;0.0008802987164826803
LACHNOBACTERIUM;1.0;0.33399897067607687;0.0;0.0008528367658929213
AEROCOCCUS;4.0;4.003329388509682;3.0;2.0017556724591596
BOSEONGICOLA;1.0;0.00045009444521032765;0.0;1.000465550098617
DETHIOSULFATIBACTER;4.0;4.000103633354419;1.0;1.000958206852837
OCEANICOLA;2.0;6.169044059835594;1.0;0.05922583163961945
PLANKTOPHILA;1.0;1.0004805792992713;0.0;0.4938004359773005
ELUSIMICROBIALES_GENUS;2.0;2.000174829372611;4.0;3.0002866029051143
LACHNOSPIRA;3.0;2.626959156431537;1.0;2.002322884309593
DESULFOCURVUS;2.0;2.001232304317013;1.0;0.5270861218331335
DICHOTOMICROBIUM;1.0;1.00034152997827;0.0;1.0000201626112482
RALSTONIA;3.0;3.0035939525398163;0.0;0.0001370735008388445
OENOCOCCUS;1.0;1.0004043339313473;0.0;0.0011649139524605122
GRANULOSICOCCUS;3.0;3.021227408730362;0.0;0.0018969621020554308
PHAEOSPIRILLUM;3.0;2.528131643206276;1.0;1.4183339783689781
OERSKOVIA;1.0;1.000101486684249;0.0;0.0001911786976363576
EIKENELLA;1.0;2.000166222841526;0.0;0.228089271108619
MAHELLA;1.0;1.0007270172075233;0.0;8.414426579961276e-05
RHODOVULUM;5.0;6.667729117375398;0.0;0.05348820959596345
THERMANAEROMONAS;1.0;1.0001221988699596;0.0;5.495603069853843e-06
BUTYRICICOCCUS;12.0;10.230996879523437;2.0;2.000107544558639
IDIOMARINA;4.0;4.013139478954864;0.0;0.01848040798057799
TEPIDAMORPHUS;1.0;1.0002633341025347;0.0;0.0023325727337579105
ALKALIBACTERIUM;2.0;3.008527520252348;0.0;1.008029890715762
SPORANAEROBACTER;2.0;2.0091127560830273;0.0;2.1037682539522854e-05
MYCELIGENERANS;3.0;3.000486829721977;0.0;1.0022060312017285
METHYLOPHILUS;3.0;2.8578761450882277;0.0;1.0180032035970463
PROVIDENCIA;2.0;2.8180445589446386;0.0;0.31353776972574215
CARNOBACTERIUM;5.0;5.642477865693092;3.0;2.1146735872575486
GRANULICELLA;1.0;1.0013760097174091;0.0;0.0004407531365317109
RATHAYIBACTER;1.0;1.0000501976946194;0.0;0.00016779742830637278
LACHNOSPIRACEAE_UCG-002;7.0;8.519177691626647;1.0;1.4527850753189897
ROBINSONIELLA;9.0;8.52182554993129;1.0;0.70881962205556
HOWARDELLA;4.0;4.010390004785877;1.0;1.0016779393095334
CLOACIBACTERIUM;1.0;1.002945956113522;0.0;0.38559137110237623
BACTERIOVORACACEAE_GENUS;1.0;1.0003865801145189;0.0;0.0001414216964609566
ACETANAEROBACTERIUM;5.0;5.056046112744887;2.0;0.5921889668283047
ANDERSENIELLA;1.0;1.0000193440957115;0.0;3.4614273165616975e-05
PLANOCOCCUS;4.0;2.3779524388375854;0.0;0.0003603588406349978
ANAEROVIBRIO;8.0;8.00009543319198;0.0;1.0125390569636858
OXALOBACTER;1.0;1.019563044565035;0.0;0.0002815407141937013
METHANOHALOPHILUS;2.0;2.035605681133138;0.0;0.4973634005811877
PROTEOCATELLA;1.0;1.0000490926175294;1.0;1.0003048161136094
PHYCISPHAERA;5.0;5.003733114883079;1.0;1.0000678015043185
BRASSICIBACTER;3.0;3.0012608165327634;0.0;1.000082290715207
ANEROLINEACEAE_GENUS;4.0;4.001093580990386;1.0;1.000627795496635
TANGFEIFANIA;2.0;2.0005789548179003;0.0;0.03794343943124953
FAUCICOLA;1.0;1.001157961517384;0.0;0.0003829852676517167
PROSTHECOBACTER;4.0;4.0002808981345614;1.0;0.0026546729391958984
MYXOCOCCALES_GENUS;5.0;5.00094613374219;0.0;2.000192936969795
SULFURIFERULA;3.0;3.0223508971139768;0.0;0.04588986422507926
HALANAEROBIUM;2.0;2.0004201262503445;1.0;1.0027013717648487
SYNTROPHORHABDUS;2.0;2.474623591175897;2.0;2.000103607093194
TRICHOCOCCUS;3.0;3.0192368873393276;3.0;1.6293139364607887
SHIGELLA;2.0;1.3947859487516714;1.0;1.000407679837207
BYSSOVORAX;3.0;3.6415866306193867;3.0;0.3150876378845169
HALOTHIOBACILLUS;1.0;1.0003961706621007;1.0;1.1250618994513987e-06
METHANOCELLA;3.0;3.0001330146721537;0.0;1.076701378913169
ROSEIMICROBIUM;2.0;2.0005252247737704;0.0;0.00031010053931733754
HERMINIIMONAS;2.0;2.0058428182397567;0.0;1.002397132644508
RAROBACTER;1.0;1.6937437504288968;0.0;0.00011804331101351938
ALKALINEMA;1.0;1.0002741768777488;0.0;0.00127499550119117
DESULFOGLAEBA;1.0;1.0039707746871969;0.0;0.00018686932176612792
CURTOBACTERIUM;2.0;1.7759683929258552;1.0;1.0000619745037431
CATENULISPORA;2.0;2.0004448155487298;0.0;1.4681009192339493e-05
KANDLERIA;1.0;1.0226569573597137;3.0;1.0021308269781093
STOQUEFICHUS;1.0;1.0013702093416776;0.0;1.0213498576563123
SULFURITALEA;2.0;1.0005545984282727;1.0;0.01872160522627235
SARCINA;1.0;0.004004286638070892;0.0;0.0002861880401498347
PISCIBACILLUS;1.0;1.001387113514545;0.0;3.7580793790668345e-05
MELIORIBACTER;3.0;2.0009377080315156;1.0;1.000097663544151
DESEMZIA;1.0;1.0042873789916822;0.0;0.000447279865980554
NITROSOARCHAEUM;1.0;1.0000180693264875;0.0;1.1302995952412428e-05
JANIBACTER;1.0;1.0000439423615248;1.0;0.015460793462232296
FILIFACTOR;2.0;2.0000725304396725;1.0;1.001691482823871
WCHB1-60_GENUS;1.0;1.0003637640718661;0.0;0.0009410711186746273
METHANIMICROCOCCUS;3.0;1.320085366743657;0.0;0.000669254935662715
FIRMICUTES_GENUS;6.0;5.334587709238699;2.0;2.7701545307327358
STIGMATELLA;5.0;5.553337898483963;6.0;3.6482801524549986
SULFOLOBALES_GENUS;1.0;1.0000717968302473;0.0;6.277857312221391e-06
CHTHONIOBACTERALES_GENUS;16.0;16.5955006055354;4.0;3.0007841985617127
FODINICOLA;6.0;7.671276863173102;1.0;4.041328194734652
CHLOROBIALES_SJA-28_GENUS;5.0;5.0002291228789435;0.0;0.2794921633283649
PISCICOCCUS;2.0;2.2691751369196664;0.0;0.003452763419150796
MICROMONOSPORACEAE_GENUS;1.0;1.000050863652925;0.0;1.6204343450450892e-06
CATENIBACTERIUM;2.0;2.0013145017540763;2.0;0.6382020336616705
RHODOMICROBIUM;2.0;2.0003780683698915;0.0;0.0002400866593472717
PROPIONISPIRA;2.0;2.000048753336772;2.0;2.003634632358458
BACTEROIDALES_S24-7_GROUP_GENUS;4.0;4.002453324997624;1.0;0.014025188895035345
SALINISPIRILLUM;3.0;3.0081044340116665;1.0;1.0000142721654532
TRICHODESMIUM;1.0;1.0001819192773114;0.0;0.2602597976743098
DESULFUROCOCCUS;1.0;1.7776072038883202;0.0;2.6114851836851153e-05
PHASCOLARCTOBACTERIUM;5.0;5.00022223372125;1.0;2.467422949812056
THIOMONAS;1.0;1.0002898192269583;0.0;0.004076710250948515
ALBIDOVULUM;2.0;2.2767840917326105;1.0;1.0058812702437057
CAPNOCYTOPHAGA;6.0;6.2595584887001054;2.0;4.627145360223569
LAUTROPIA;2.0;1.3719078348486897;0.0;0.00037255661084770067
LUTIBACTER;1.0;1.0005523586915115;0.0;0.0032745672161021205
MICROCOCCUS;2.0;2.311202904166642;1.0;0.00015695475259019383
VEILLONELLA;5.0;5.0003188187643195;1.0;1.0002704506351812
SPOROMUSA;3.0;3.0006062257809267;1.0;1.0004768546708371
ROSEOVARIUS;1.0;1.001666587672856;0.0;1.0236066857561215
THERMODESULFOVIBRIO;15.0;14.638638583618391;2.0;2.0005414234654717
BACILLALES_GENUS;2.0;2.013481784895844;0.0;0.0010095525278496027
SULFURICELLA;2.0;2.253410037788166;0.0;0.006866093727737699
PERSEPHONELLA;1.0;1.0012500514588383;0.0;7.143875940334024e-05
KROPPENSTEDTIA;1.0;1.001035585174304;1.0;2.3126314351883535e-05
PSEUDOFULVIBACTER;1.0;1.0029458210822413;0.0;4.293053772302661e-05
PROPIONIVIBRIO;3.0;4.002281425324727;1.0;3.045427639693477
FIBROBACTERALES_FD035_GENUS;1.0;1.0001071616842399;0.0;5.0868838482569626e-05
DIALISTER;8.0;8.000222474965472;1.0;1.000072230988947
STAPHYLOTHERMUS;1.0;0.22382101666922805;0.0;2.623524146397392e-06
THIOTHRIX;2.0;2.0013345273533902;1.0;0.2860490759532422
