index,genus
1234,TREPONEMA
1235,TREPONEMA_
1236,ARMATIMONADACEAE_GENUS
1238,ANAEROBACTERIUM
1239,PSEUDOMONAS
1240,HESPELLIA
1241,HYPHOMONAS
1242,SPHINGOBACTERIUM
1243,HALOBACTERIUM
1244,CHRISTENSENELLA
1245,STREPTOCOCCUS
1246,ALCALIGENACEAE_GENUS
1247,TREPONEMA
1248,OWENWEEKSIA
1249,PSEUDOMONAS
1250,OLIGOFLEXALES_0319-6G20_GENUS
1251,DESULFOVIBRIO
1252,DESULFOVIBRIO
1253,SMITHELLA
1254,NOSTOCACEAE_GENUS
1255,GAMMAPROTEOBACTERIA_GENUS
1256,CLOSTRIDIUM
1257,AMNIBACTERIUM
1258,AESTUARIISPIRA
1259,SALINICOCCUS
1263,ANAEROBACTERIUM
1264,MYCOPLASMA
1268,THIOALKALISPIRACEAE_GENUS
1270,LACTOBACILLUS
1272,CORIOBACTERIACEAE_GENUS
1273,CHRISTENSENELLACEAE_R-7_GROUP
1276,GLOEOCAPSA
1277,DEFLUVIITALEACEAE_GENUS
1280,BACILLUS
1281,ALLOPREVOTELLA
1282,THERMODESULFOVIBRIO
1286,COPROCOCCUS
1287,FRANKIALES_GENUS
1288,AFIFELLA
1291,METHANOBACTERIUM
1292,BACILLUS
1294,DEFERRIBACTERES_GENUS
1295,ALIIDIOMARINA
1296,CELLULOSIBACTER
1298,NESTERENKONIA
1302,TREPONEMA
1303,SOLIBACTERACEAE_GENUS
1306,STREPTOCOCCUS
1309,LEPTOTRICHIA
1311,CRYOMORPHACEAE_GENUS
1314,DESULFUROMONAS
1315,GALLIBACTERIUM
1316,SYNTROPHOMONAS
1317,DESULFATIGLANS
1318,METHANOBREVIBACTER
1321,PILIMELIA
1322,DYSGONOMONAS
1323,ANAEROTRUNCUS
1324,CATELLICOCCUS
1325,ACIDITERRIMONAS
1326,PLANCTOMYCETACIA_GENUS
1327,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
1329,BACILLUS
1331,LACTOBACILLUS
1332,LACTOBACILLUS
1333,HALANAEROBIUM
1335,FERRIMICROBIUM
1336,DEFERRIBACTERES_GENUS
1337,MICROBACTERIUM
1338,CRYOMORPHACEAE_GENUS
1345,SACCHARIBACTERIA_GENUS
1346,COPROBACTER
1347,STELLA
1348,CORIOBACTERIACEAE_GENUS
1349,CHRISTENSENELLACEAE_R-7_GROUP
1350,DEHALOCOCCOIDES
1352,GEMMATIMONADETES_GENUS
1353,[EUBACTERIUM]_VENTRIOSUM_GROUP
1354,SELENOMONAS
1357,STREPTOCOCCUS
1358,PAENIBACILLUS
1359,PATULIBACTER
1360,ARMATIMONADACEAE_GENUS
1361,DESULFOFUSTIS
1365,METHYLOBACTERIUM
1366,WEISSELLA
1368,LACTOBACILLUS
1369,HOLOPHAGALES_GENUS
1371,GEOBACTER
1372,STREPTOCOCCUS
1374,TUMEBACILLUS
1376,PAENIBACILLUS
1377,DESULFOTOMACULUM
1378,PSYCHROBACTER
1379,SELENOMONAS
1380,DRACONIBACTERIUM
1381,SPHAEROCHAETA
1383,FLAVIHUMIBACTER
1385,SOLOBACTERIUM
1386,CELLULOSILYTICUM
1387,GEMELLA
1388,BREVIBACTERIUM
1389,BREVIBACTERIUM
1391,LACHNOSPIRACEAE_GENUS
1392,LACHNOSPIRACEAE_GENUS
1395,LACHNOSPIRACEAE_GENUS
1396,LACHNOSPIRACEAE_GENUS
1398,LACHNOSPIRACEAE_GENUS
1399,ACETITOMACULUM
1400,TYCHONEMA
1401,SELENOMONAS
1402,SELENOMONAS
1403,OLSENELLA
1404,RUMINOCOCCACEAE_GENUS
1407,RUMINOCOCCACEAE_GENUS
1408,RUMINOCOCCACEAE_GENUS
1410,SPOROBACTER
1411,ANAEROBACTERIUM
1413,ANAEROBACTERIUM
1414,CHRISTENSENELLACEAE_R-7_GROUP
1415,TEPIDISPHAERA
1416,PREVOTELLA
1417,PREVOTELLA
1418,PREVOTELLA
1421,BACTEROIDIA_GENUS
1425,ANAEROSPOROBACTER
1426,TREPONEMA
1427,SPHAEROCHAETA
1428,LACHNOSPIRACEAE_GENUS
1429,CHRISTENSENELLACEAE_R-7_GROUP
1436,VIBRIO
1437,PSEUDOMONAS
1438,ERYSIPELOTHRIX
1440,MYCOPLASMA
1441,LACTOBACILLUS
1443,DESULFOPILA
1445,SUCCINIVIBRIO
1446,TREPONEMA
1447,STREPTOCOCCUS
1448,NOCARDIOIDES
1449,CELLULOSILYTICUM
1450,GORDONIA
1451,GEMMATIMONAS
1452,PARAPREVOTELLA
1453,HESPELLIA
1454,BACILLUS
1455,ROSEBURIA
1456,THERMOSYNTROPHA
1458,CHRISTENSENELLACEAE_R-7_GROUP
1459,PSEUDOALTEROMONAS
1460,CHRISTENSENELLACEAE_R-7_GROUP
1461,CLOSTRIDIUM
1462,ACTINOBACULUM
1463,RUMINICLOSTRIDIUM
1464,RUMINICLOSTRIDIUM
1465,PREVOTELLA
1466,AMINICELLA
1467,OCHROBACTRUM
1468,PSEUDOMONAS
1469,DYSGONOMONAS
1471,ACIDISPHAERA
1472,ML635J-21_GENUS
1474,THERMUS
1476,PREVOTELLA
1479,ARMATIMONADACEAE_GENUS
1480,MORYELLA
1481,AESTUARIIBACTER
1482,MARINOSCILLUM
1485,ACTINOMYCES
1486,[EUBACTERIUM]_RUMINANTIUM_GROUP
1488,CAULOBACTER
1489,CARBOXYDOCELLA
1492,DEPENDENTIAE_[TM6]_GENUS
1493,BACTEROIDES
1494,ACTINOTIGNUM
1495,ACTINOTIGNUM
1496,THERMOTALEA
1497,AMYLIBACTER
1498,RHODOCYCLACEAE_GENUS
1499,DESULFOBOTULUS
1500,HOLOPHAGALES_GENUS
1501,THERMODESULFOVIBRIO
1503,TELMATOCOLA
1506,RHODOSPIRILLACEAE_GENUS
1507,FLAVIFLEXUS
1508,FICTIBACILLUS
1509,PREVOTELLA
1510,ROSEOMONAS
1511,PEPTONIPHILUS
1512,PARVULARCULA
1513,BRC1_GENUS
1514,SPIROPLASMA
1516,MARINILABILIA
1517,ARMATIMONAS
1518,MICROBACTERIUM
1519,STREPTOCOCCUS
1521,MYCOPLASMA
1522,ACETOBACTERIUM
1524,NITROSPIRALES_FW13_GENUS
1525,CORIOBACTERIACEAE_GENUS
1526,MYCOBACTERIUM
1527,MEGASPHAERA
1529,ADHAERIBACTER
1531,ALKALISPIROCHAETA
1534,CHRISTENSENELLA
1536,THIOPSEUDOMONAS
1537,SUCCINICLASTICUM
1538,RHODOFERAX
1539,GEOTHRIX
1540,TREPONEMA
1541,CHRISTENSENELLACEAE_R-7_GROUP
1542,ANAEROVORAX
1543,ANAEROBACTERIUM
1544,DESULFOBACTERACEAE_GENUS
1545,ACIDIPILA
1546,PAENIBACILLUS
1547,PREVOTELLA
1548,METHANOSPIRILLUM
1549,LUTEIMONAS
1551,CRYOMORPHACEAE_GENUS
1553,MARINIFILUM
1554,MARINIFILUM
1556,CALDANAEROBIUS
1557,PAENIBACILLUS
1560,PLANCTOMYCETACEAE_GENUS
1561,RUBRIVIRGA
1563,REHAIBACTERIUM
1564,SERRATIA
1565,TAONELLA
1566,CHRISTENSENELLACEAE_R-7_GROUP
1567,HALIANGIUM
1568,AGROMYCES
1569,DESULFOBULBUS
1570,DESULFOPILA
1571,DEPENDENTIAE_[TM6]_GENUS
1575,METHANOBACTERIUM
1576,BACILLUS
1579,THERMAEROBACTER
1580,VADINBC27_WASTEWATER-SLUDGE_GROUP
1583,MICROBACTERIUM
1585,PEPTOCLOSTRIDIUM
1586,ARCOBACTER
1589,NOVOSPHINGOBIUM
1590,DESULFOVIBRIO
1591,THERMINCOLA
1592,PSEUDOBACTERIOVORAX
1593,AGROMYCES
1595,ROSEIARCUS
1598,CITROBACTER
1599,PARASUTTERELLA
1600,CLOSTRIDIUM
1601,AGROMYCES
1602,ALIIFODINIBIUS
1603,EZAKIELLA
1604,AKKERMANSIA
1605,OSCILLIBACTER
1606,DESULFOVIBRIO
1607,PSYCHROBACTER
1608,ALIIFODINIBIUS
1609,ACTINOBACTERIA_GENUS
1610,METHYLOCYSTIS
1611,SPOROCYTOPHAGA
1614,BACTEROIDES
1615,CHRISTENSENELLACEAE_R-7_GROUP
1617,XANTHOMONADALES_GENUS
1618,PALUDIBACULUM
1620,TEPIDIMICROBIUM
1621,CALDITHRIX
1622,ADHAERIBACTER
1623,OLIGOFLEXALES_0319-6G20_GENUS
1625,ACTINOCORALLIA
1626,CRYOMORPHACEAE_GENUS
1628,RUBELLIMICROBIUM
1629,GEOVIBRIO
1630,MARINIFILUM
1631,EUBACTERIUM
1633,PEDOBACTER
1634,LACTOBACILLUS
1635,LACTOBACILLUS
1636,LACTOBACILLUS
1637,STEROIDOBACTER
1638,HAFNIA
1639,HALOMONAS
1640,HALOMONAS
1641,INHELLA
1642,PROTEINICLASTICUM
1643,OCEANIVIRGA
1644,[EUBACTERIUM]_VENTRIOSUM_GROUP
1645,PLEOMORPHOBACTERIUM
1646,SPOROBACTER
1647,HUNGATELLA
1648,PSEUDOMONAS
1649,DEFLUVIIMONAS
1654,ROSEIFLEXUS
1655,SALINIBACILLUS
1656,BACILLUS
1657,ARMATIMONADACEAE_GENUS
1658,MOHEIBACTER
1659,PORTIBACTER
1660,AUREIBACTER
1661,RHODOSPIRILLACEAE_GENUS
1662,MOGIBACTERIUM
1663,PEDOBACTER
1664,HALOTHIOBACILLUS
1666,PAENIBACILLUS
1667,EUZEBYA
1668,DEHALOCOCCOIDES
1670,DEHALOGENIMONAS
1671,BACTEROIDES
1672,DEHALOCOCCOIDES
1673,BARNESIELLA
1674,SALINICOCCUS
1675,PANTOEA
1676,ANAEROBACTERIUM
1677,PROTEINIPHILUM
1678,CRYOMORPHACEAE_GENUS
1680,SEDIMENTIBACTER
1681,AKKERMANSIA
1682,ANAEROBACTER
1683,FACKLAMIA
1684,BURKHOLDERIALES_GENUS
1685,LUTEOLIBACTER
1686,ANAEROARCUS
1687,LACTOBACILLUS
1688,ANAEROVIRGULA
1689,BRC1_GENUS
1690,TREPONEMA
1691,COMAMONAS
1693,STREPTOCOCCUS
1694,TREPONEMA
1695,ACTINOPLANES
1697,EUBACTERIUM
1699,STAPHYLOCOCCUS
1701,AKKERMANSIA
1702,SALINISPHAERA
1704,ANAEROBACTERIUM
1706,SPHINGOMONAS
1707,SPHINGOMONAS
1708,CATENISPHAERA
1709,CRYPTANAEROBACTER
1710,THALASSOBACULUM
1712,CRYPTANAEROBACTER
1713,CHRISTENSENELLACEAE_R-7_GROUP
1715,THERMOGYMNOMONAS
1716,PHENYLOBACTERIUM
1717,ROSEOMONAS
1718,BUTYRIVIBRIO
1719,MICROBACTERIUM
1720,PSEUDOMONAS
1721,ARTHROBACTER
1722,AMINICENANTES_GENUS
1723,FIBROBACTER
1724,CRYPTANAEROBACTER
1725,MEGAIRA
1726,REICHENBACHIELLA
1727,ERYSIPELOTRICHACEAE_GENUS
1728,AKKERMANSIA
1729,LISTERIA
1730,STENOTROPHOMONAS
1731,SANDARACINUS
1732,ACTINOKINEOSPORA
1734,ACTINOMADURA
1735,DELTAPROTEOBACTERIA_GENUS
1736,ANAEROBACTERIUM
1737,RUBELLIMICROBIUM
1738,LACTOBACILLUS
1739,ABSCONDITABACTERIA_[SR1]_GENUS
1740,ARMATIMONADACEAE_GENUS
1742,ACIDIPILA
1744,ACTINOMADURA
1745,CHLOROBIALES_OPB56_GENUS
1748,TISTRELLA
1749,BURKHOLDERIALES_GENUS
1750,PSEUDOMONAS
1751,AKKERMANSIA
1752,BACTERIOVORAX
1753,MARINILABIACEAE_GENUS
1755,METHYLOCYSTIS
1756,CATELLATOSPORA
1757,BLASTOCATELLA
1758,SPIROCHAETA
1759,SUNXIUQINIA
1760,OCHROBACTRUM
1762,ALKANINDIGES
1763,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
1764,AUREIMONAS
1765,PAENIBACILLUS
1766,LACTOBACILLUS
1768,HELCOCOCCUS
1769,LYSOBACTER
1771,PSEUDOMONAS
1772,LACHNOANAEROBACULUM
1773,DESULFUROMONAS
1774,SMITHELLA
1776,ARMATIMONAS
1777,BREVIBACILLUS
1778,ASAIA
1779,ECTOTHIORHODOSPIRACEAE_GENUS
1780,BUTYRIVIBRIO
1781,ALICYCLOBACILLUS
1782,KANDLERIA
1783,VIRGIBACILLUS
1785,LYSOBACTER
1786,LACTOBACILLUS
1787,LACTOBACILLUS
1788,LACTOBACILLUS
1790,BACILLUS
1792,HALOMONAS
1794,PLEOMORPHOBACTERIUM
1795,SPIROCHAETA
1797,PROPIONISPIRA
1798,PROPIONISPIRA
1800,BACTERIOVORAX
1801,PHOCAEICOLA
1802,LEUCOBACTER
1804,HALISCOMENOBACTER
1805,AMARICOCCUS
1806,MARINOBACTER
1807,BACTERIOVORAX
1809,BACTEROIDALES_BS11_GUT_GROUP_GENUS
1810,BACTEROIDALES_BS11_GUT_GROUP_GENUS
1812,EUZEBYA
1814,MOHEIBACTER
1815,CATENISPHAERA
1816,HYPHOMICROBIUM
1818,METHANOLINEA
1819,ACIDOBACTERIACEAE_GENUS
1820,DOMIBACILLUS
1821,FUSOBACTERIUM
1822,BRADYRHIZOBIUM
1826,MARINOBACTERIUM
1827,[EUBACTERIUM]_CELLULOSOLVENS_GROUP
1828,TRUEPERA
1831,[EUBACTERIUM]_COPROSTANOLIGENES_GROUP
1832,LACTOBACILLUS
1833,PLEOMORPHOBACTERIUM
1835,DEFERRIBACTERES_GENUS
1837,AKYG1722_GENUS
1839,DESULFONATRONOBACTER
1840,RHODOCYCLACEAE_GENUS
1841,VOGESELLA
1842,[EUBACTERIUM]_COPROSTANOLIGENES_GROUP
1843,AKYG1722_GENUS
1845,HYPHOMICROBIACEAE_GENUS
1847,GEOTHRIX
1848,BACILLUS
1849,LACTOBACILLUS
1851,LACTOBACILLUS
1852,LACTOBACILLUS
1853,PEDIOCOCCUS
1854,METHANOCULLEUS
1855,JEOTGALICOCCUS
1856,THERMOMICROBIA_JG30-KF-CM45_GENUS
1857,SPORACETIGENIUM
1858,ANAEROBACTERIUM
1860,PAENIBACILLUS
1863,VARIOVORAX
1867,SYNTROPHACETICUS
1868,MARICAULIS
1869,DESULFONATRONOSPIRA
1870,ECTOTHIORHODOSPIRACEAE_GENUS
1871,FLAVOBACTERIUM
1873,PAENIRHODOBACTER
1874,MICROBACTERIUM
1875,TREPONEMA
1876,RHODOPIRELLULA
1880,DESULFUROMONADACEAE_GENUS
1881,HALOMONAS
1882,FLAVOBACTERIUM
1883,ALIIVIBRIO
1884,ROSEBURIA
1886,ROSEOSPIRA
1887,MEGASPHAERA
1888,CLOACIBACILLUS
1890,LITOREIBACTER
1891,FAECALICOCCUS
1892,ANAEROBACTERIUM
1893,SOLOBACTERIUM
1894,CELLULOSILYTICUM
1895,RUMINICLOSTRIDIUM
1896,CHRISTENSENELLACEAE_R-7_GROUP
1898,RUMINICLOSTRIDIUM
1899,RUMINOCOCCACEAE_GENUS
1900,CHRISTENSENELLACEAE_R-7_GROUP
1901,CHRISTENSENELLACEAE_R-7_GROUP
1902,CLOSTRIDIALES_GENUS
1904,RUMINOCOCCACEAE_GENUS
1905,RUMINICLOSTRIDIUM
1906,CORYNEBACTERIUM
1907,CHRISTENSENELLACEAE_R-7_GROUP
1909,LYSOBACTER
1910,LACTOBACILLUS
1911,BOSEA
1912,MASSILIA
1913,BLAUTIA
1914,NEPTUNIIBACTER
1915,ULVIBACTER
1916,CHRISTENSENELLACEAE_R-7_GROUP
1917,DELTAPROTEOBACTERIA_GENUS
1918,BACILLUS
1919,STELLA
1920,ARTHROBACTER
1924,ACETOANAEROBIUM
1926,RIKENELLACEAE_RC9_GUT_GROUP
1927,PREVOTELLA
1928,ACETOBACTERIUM
1929,PREVOTELLA
1930,ANAEROBACTERIUM
1931,TREPONEMA
1933,RIKENELLACEAE_RC9_GUT_GROUP
1934,TREPONEMA
1937,ODORIBACTER
1938,ODORIBACTER
1940,THIOCOCCUS
1941,THIOHALOPHILUS
1942,NITROLANCEA
1943,DESULFUROMONAS
1945,GASTRANAEROPHILALES_GENUS
1948,EMPEDOBACTER
1949,LACHNOSPIRACEAE_UCG-008
1951,SOLOBACTERIUM
1952,SACCHAROFERMENTANS
1953,[EUBACTERIUM]_HALLII_GROUP
1955,EZAKIELLA
1957,ACIDITERRIMONAS
1958,STEROLIBACTERIUM
1959,RUMINICLOSTRIDIUM
1960,PARASPHINGOPYXIS
1961,ARIDIBACTER
1962,RHODOSPIRILLACEAE_GENUS
1964,GILLISIA
1965,ISOSPHAERA
1966,[EUBACTERIUM]_COPROSTANOLIGENES_GROUP
1967,MICROBACTERIUM
1968,RIKENELLA
1969,KINEOSPORIA
1970,BACTEROIDES
1971,DESULFURIVIBRIO
1973,EMTICICIA
1974,DESULFUROMONADACEAE_GENUS
1976,TATEYAMARIA
1977,ULVIBACTER
1978,PAENIBACILLUS
1979,PLANCTOMYCETES_GENUS
1980,RAHNELLA
1981,THERMOANAEROBACULUM
1983,SANDARACINUS
1984,EMTICICIA
1986,MONGOLIICOCCUS
1987,BACTEROIDALES_BS11_GUT_GROUP_GENUS
1988,CHRISTENSENELLA
1989,CRYPTOBACTERIUM
1990,LACHNOSPIRACEAE_GENUS
1991,ACTINOMADURA
1992,DESULFURELLACEAE_H16
1993,THERMOMICROBIA_JG30-KF-CM45_GENUS
1994,TISTRELLA
1996,CHTHONOMONAS
1997,ACIDOBACTERIACEAE_GENUS
1998,RHODOPIRELLULA
1999,ACIDOBACTERIACEAE_GENUS
2000,DESULFOVIBRIO
2001,CRYPTOSPORANGIACEAE_GENUS
2002,TREPONEMA
2004,DERXIA
2006,CLOSTRIDIUM
2008,AQUIHABITANS
2009,BARNESIELLA
2010,AESTUARIISPIRA
2011,NOCARDIOIDES
2012,SYNTROPHUS
2013,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2016,ACIDIPILA
2017,[EUBACTERIUM]_HALLII_GROUP
2018,FLAVOBACTERIUM
2019,FLAVOBACTERIACEAE_GENUS
2020,DESULFOVIBRIO
2021,SPOROSARCINA
2024,ANAEROBACTERIUM
2025,SALANA
2027,RUBROBACTER
2028,ACTINOMYCES
2029,NATRANAEROVIRGA
2030,DEHALOCOCCOIDES
2031,HOLOPHAGAE_GENUS
2032,DELTAPROTEOBACTERIA_GENUS
2033,LABILITHRIX
2034,CHRISTENSENELLACEAE_R-7_GROUP
2035,COMAMONAS
2036,ECTOTHIORHODOSPIRA
2037,DESULFOTOMACULUM
2038,COPROBACTER
2041,METHANOFOLLIS
2043,MESORHIZOBIUM
2044,SULFURIMONAS
2046,THERMOANAEROBACTER
2048,COPROCOCCUS
2049,ANAEROTRUNCUS
2050,ADHAERIBACTER
2051,SANDARACINUS
2052,TREPONEMA
2055,ALKALIBACTER
2056,CATENISPHAERA
2057,DERXIA
2058,CHLOROFLEXI_KD4-96_GENUS
2059,ACTINOMADURA
2060,GORDONIA
2061,EPULOPISCIUM
2063,ANCYLOBACTER
2064,LACHNOSPIRACEAE_NK4A136_GROUP
2065,PSEUDOMONAS
2066,SPHINGOBACTERIUM
2067,TREPONEMA
2068,DETHIOBACTER
2069,AUREIMONAS
2070,SAPROSPIRA
2071,RUBRICOCCUS
2072,NITROSOMONADACEAE_GENUS
2073,BRACHYBACTERIUM
2075,GLYCOMYCES
2076,ACIDIPILA
2078,DETHIOBACTER
2079,ALKALISPIROCHAETA
2080,POLYANGIUM
2081,METHANOLINEA
2082,VARIIBACTER
2083,TABRIZICOLA
2084,AESTUARIIBACTER
2086,PARACRAUROCOCCUS
2088,WEISSELLA
2090,PAENIBACILLUS
2093,WEISSELLA
2095,SOLOBACTERIUM
2097,LEGIONELLA
2099,PALUDIBACULUM
2101,M2PB4-65_TERMITE_GROUP_GENUS
2103,FERRIPHASELUS
2104,ACIDOBACTERIA_GENUS
2105,BRACHYBACTERIUM
2106,GELIDIBACTER
2107,PEPTONIPHILUS
2108,GEOTHERMOBACTER
2109,PREVOTELLA
2115,ACIDISPHAERA
2116,ALIIFODINIBIUS
2117,BRACHYBACTERIUM
2118,GARCIELLA
2119,VADINBC27_WASTEWATER-SLUDGE_GROUP
2120,LACHNOSPIRACEAE_GENUS
2121,DRACONIBACTERIUM
2123,MUCILAGINIBACTER
2124,STREPTOCOCCUS
2125,SPIROPLASMA
2126,SPIROPLASMA
2127,ENTOMOPLASMA
2128,SPIROSOMA
2129,SPIROSOMA
2131,PALUDIBACTER
2132,METHANOBREVIBACTER
2133,METHANOCALDOCOCCUS
2136,LACTOBACILLUS
2137,ALISTIPES
2138,PAENIBACILLUS
2139,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
2141,PSEUDOLABRYS
2142,PALUDIBACULUM
2143,METHYLOMONAS
2144,LACHNOSPIRACEAE_GENUS
2145,BLAUTIA
2146,LACHNOSPIRACEAE_GENUS
2148,CORIOBACTERIACEAE_GENUS
2149,FERRUGINIBACTER
2150,GEMMATIMONAS
2152,TEPIDIMICROBIUM
2155,THERMOANAEROBACTERACEAE_GENUS
2156,HOLOPHAGACEAE_GENUS
2157,CRYPTOSPORANGIUM
2158,NIABELLA
2159,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2160,BUTYRIVIBRIO
2162,TREPONEMA
2163,NOVIHERBASPIRILLUM
2165,ALKALISPIRILLUM
2166,ACIDITERRIMONAS
2168,TRUEPERA
2169,BARNESIELLA
2170,RUMINOCOCCUS
2171,RUMINOCOCCACEAE_GENUS
2172,PREVOTELLA
2173,FLAVONIFRACTOR
2174,PREVOTELLA
2175,PREVOTELLA
2176,ANAEROTRUNCUS
2178,BACTEROIDES
2179,THERMOMICROBIA_JG30-KF-CM45_GENUS
2180,LACTOBACILLUS
2181,LACTOBACILLUS
2182,PAENIBACILLUS
2184,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2185,FLAVOBACTERIUM
2186,GELIDIBACTER
2187,BACILLUS
2189,DESULFOVIBRIO
2190,GUGGENHEIMELLA
2193,BREVIBACILLUS
2194,ACIDITERRIMONAS
2195,ACIDITERRIMONAS
2196,GEOTHRIX
2199,TUMEBACILLUS
2200,[EUBACTERIUM]_SAPHENUM_GROUP
2202,CHRISTENSENELLA
2203,AMARICOCCUS
2205,PREVOTELLA
2208,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
2209,ACIDITERRIMONAS
2210,DESULFATIGLANS
2212,DEFLUVIICOCCUS
2213,OCEANICAULIS
2214,BLAUTIA
2216,RUMINOCLOSTRIDIUM
2217,MARICAULIS
2223,CAMPYLOBACTER
2224,LACHNOBACTERIUM
2225,LEPTOTRICHIA
2226,PREVOTELLA
2227,SELENOMONAS
2228,PREVOTELLA
2229,METHANOBREVIBACTER
2230,MYCOBACTERIUM
2231,ARTHROBACTER
2232,ARTHROBACTER
2233,DETHIOBACTER
2234,PAENIBACILLUS
2235,AEROCOCCUS
2236,AEROCOCCUS
2237,BOSEONGICOLA
2239,[EUBACTERIUM]_SAPHENUM_GROUP
2240,VICTIVALLIS
2241,HOLOPHAGACEAE_GENUS
2242,OCEANICOLA
2243,PAENIBACILLUS
2245,METHANOBREVIBACTER
2246,DESULFATIGLANS
2247,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
2248,GEMMATIMONAS
2249,BACTEROIDES
2250,GEOTHRIX
2251,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2252,NOCARDIOIDES
2254,PAENIBACILLUS
2255,KLEBSIELLA
2257,BREVIBACTERIUM
2258,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2259,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2262,PLANKTOPHILA
2263,MYCOBACTERIUM
2264,DESULFOVIBRIO
2266,CHLOROFLEXI_TK10_GENUS
2267,PSYCHROBACTER
2268,ACHOLEPLASMA
2269,ELUSIMICROBIALES_GENUS
2270,DESULFOBULBUS
2271,PALUDIBACULUM
2273,LACHNOSPIRA
2274,CHRISTENSENELLACEAE_R-7_GROUP
2275,CLOACIBACILLUS
2276,PEDIOCOCCUS
2277,TREPONEMA
2278,RHODOCYCLACEAE_GENUS
2279,ANAEROVORAX
2281,ACIDIPILA
2283,ACIDIPILA
2284,DESULFOCURVUS
2285,DICHOTOMICROBIUM
2286,OLIGOFLEXALES_0319-6G20_GENUS
2287,DESULFOTOMACULUM
2288,KLEBSIELLA
2289,PALUDIBACULUM
2291,PALUDIBACULUM
2292,RALSTONIA
2293,OENOCOCCUS
2294,GRANULOSICOCCUS
2297,RUMINOCOCCACEAE_GENUS
2298,ACIDIPILA
2299,FUSIBACTER
2301,SEDIMENTIBACTER
2302,ANAEROBACTERIUM
2305,MACROCOCCUS
2306,OERSKOVIA
2307,EHRLICHIA
2308,EHRLICHIA
2309,EIKENELLA
2311,TREPONEMA
2312,MAHELLA
2313,RHODOVULUM
2314,CLOSTRIDIUM
2322,STREPTOCOCCUS
2323,THERMANAEROMONAS
2324,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2326,BACTEROIDIA_GENUS
2327,ATOPOBIUM
2328,CATENISPHAERA
2329,BUTYRICICOCCUS
2330,IDIOMARINA
2333,DETHIOSULFATIBACTER
2334,SPOROSARCINA
2336,TEPIDAMORPHUS
2337,ALKALIBACTERIUM
2339,SACCHAROFERMENTANS
2340,PSEUDOMONAS
2341,PORTIBACTER
2343,DESULFATIGLANS
2344,RUMINOCOCCACEAE_GENUS
2345,AUREIMONAS
2347,LYSOBACTER
2348,LACTOBACILLUS
2350,ANAEROLINEACEAE_GENUS
2351,SPORANAEROBACTER
2352,YANIELLA
2354,ROSEOMONAS
2355,MYCELIGENERANS
2356,STREPTOMYCES
2357,BREVIBACILLUS
2359,METHYLOPHILUS
2360,GEOTHRIX
2362,FLAVONIFRACTOR
2363,DESULFOVIBRIO
2364,RHODOCYCLACEAE_GENUS
2365,LACTOBACILLUS
2366,PROVIDENCIA
2367,AEROCOCCUS
2370,ARMATIMONADACEAE_GENUS
2371,GRANULICELLA
2373,DESULFOTOMACULUM
2374,EXIGUOBACTERIUM
2375,AMINICELLA
2376,RATHAYIBACTER
2377,DRACONIBACTERIUM
2378,PREVOTELLA
2379,PAENIBACILLUS
2380,PAENIBACILLUS
2381,PAENIBACILLUS
2382,PAENIBACILLUS
2383,UREAPLASMA
2384,BACTEROIDIA_GENUS
2385,LEGIONELLA
2387,SPOROBACTER
2388,LACHNOSPIRACEAE_UCG-002
2389,DELTAPROTEOBACTERIA_GENUS
2390,CHRISTENSENELLACEAE_R-7_GROUP
2392,ROBINSONIELLA
2393,HOWARDELLA
2395,ANAEROBACTERIUM
2396,ACETIVIBRIO_ETHANOLGIGNENS_GROUP
2397,MOGIBACTERIUM
2398,ACIDIPHILIUM
2399,ANAEROBACTERIUM
2400,RUMINOCOCCACEAE_GENUS
2401,CHRISTENSENELLACEAE_R-7_GROUP
2402,RUMINOCOCCACEAE_GENUS
2404,CHRISTENSENELLACEAE_R-7_GROUP
2405,CALDITHRIX
2406,COPROBACTER
2408,BACTEROIDALES_BS11_GUT_GROUP_GENUS
2409,BACTERIOVORACACEAE_GENUS
2410,STAPHYLOCOCCUS
2412,STAPHYLOCOCCUS
2413,PALUDIBACTER
2414,PALUDIBACTER
2416,RUMINOCOCCACEAE_GENUS
2417,RUMINICLOSTRIDIUM
2418,ACETANAEROBACTERIUM
2419,ANAEROBACTERIUM
2420,ANDERSENIELLA
2423,PLANOCOCCUS
2424,ANAEROVIBRIO
2425,SANDARACINUS
2426,OXALOBACTER
2428,PLANCTOMYCETACEAE_GENUS
2429,ACIDITERRIMONAS
2430,LABILITHRIX
2432,CHLOROFLEXI_TK10_GENUS
2433,PROTEINIPHILUM
2434,CHLOROFLEXI_KD4-96_GENUS
